Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Cost,Profit_precent
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Appliances,110.096,2,0.2,33.0288,77.0672,43%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Office Supplies,Fasteners,16.752,6,0.2,5.4444,11.3076,48%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,1537.074,9,0.3,0,1537.074,0%
Standard Class,Consumer,United States,Parma,Ohio,44134,East,Furniture,Chairs,449.372,2,0.3,-12.8392,462.2112,-3%
Standard Class,Corporate,United States,Redwood City,California,94061,West,Office Supplies,Binders,41.904,6,0.2,14.1426,27.7614,51%
Standard Class,Home Office,United States,New York City,New York,10011,East,Technology,Phones,2279.96,4,0,592.7896,1687.1704,35%
Standard Class,Home Office,United States,New York City,New York,10011,East,Office Supplies,Labels,14.94,3,0,6.8724,8.0676,85%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Technology,Phones,191.976,3,0.2,19.1976,172.7784,11%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Office Supplies,Art,23.832,3,0.2,6.5538,17.2782,38%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Furnishings,409.216,8,0.2,61.3824,347.8336,18%
Standard Class,Corporate,United States,Springfield,Oregon,97477,West,Furniture,Bookcases,72.588,2,0.7,-128.2388,200.8268,-64%
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Storage,61.568,2,0.2,4.6176,56.9504,8%
Standard Class,Home Office,United States,Bedford,Texas,76021,Central,Office Supplies,Paper,20.96,4,0.2,6.812,14.148,48%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Technology,Accessories,44.75,5,0,8.5025,36.2475,23%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Paper,11.96,2,0,5.382,6.578,82%
Standard Class,Corporate,United States,Los Angeles,California,90036,West,Office Supplies,Binders,3.912,1,0.2,1.2714,2.6406,48%
Standard Class,Consumer,United States,New York City,New York,10009,East,Furniture,Chairs,327.996,6,0.1,54.666,273.33,20%
First Class,Corporate,United States,San Francisco,California,94109,West,Office Supplies,Binders,49.408,4,0.2,18.528,30.88,60%
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Technology,Accessories,53.25,3,0,20.7675,32.4825,64%
Standard Class,Home Office,United States,Virginia Beach,Virginia,23464,South,Office Supplies,Fasteners,3.76,2,0,1.316,2.444,54%
Standard Class,Home Office,United States,New York City,New York,10011,East,Furniture,Chairs,767.214,14,0.1,161.9674,605.2466,27%
Standard Class,Consumer,United States,Lebanon,Tennessee,37087,South,Office Supplies,Paper,163.96,5,0.2,59.4355,104.5245,57%
First Class,Corporate,United States,Los Angeles,California,90045,West,Furniture,Tables,161.28,2,0.2,12.096,149.184,8%
Same Day,Consumer,United States,Chula Vista,California,91911,West,Office Supplies,Art,192.8,4,0,55.912,136.888,41%
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Technology,Accessories,27.696,3,0.2,3.462,24.234,14%
Standard Class,Home Office,United States,Mcallen,Texas,78501,Central,Office Supplies,Appliances,73.164,6,0.8,-186.5682,259.7322,-72%
Second Class,Consumer,United States,Hollywood,Florida,33021,South,Office Supplies,Paper,32.064,6,0.2,11.2224,20.8416,54%
Standard Class,Consumer,United States,San Francisco,California,94110,West,Furniture,Bookcases,205.666,2,0.15,-12.098,217.764,-6%
First Class,Consumer,United States,Santa Maria,California,93454,West,Office Supplies,Storage,115.44,3,0,30.0144,85.4256,35%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Paper,274.8,5,0,134.652,140.148,96%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Storage,195.64,4,0,3.9128,191.7272,2%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Technology,Phones,257.98,2,0,74.8142,183.1658,41%
Standard Class,Consumer,United States,Manchester,Connecticut,6040,East,Office Supplies,Art,119.04,6,0,48.8064,70.2336,69%
Standard Class,Consumer,United States,Omaha,Nebraska,68104,Central,Office Supplies,Paper,20.07,3,0,9.2322,10.8378,85%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Art,11.76,4,0,3.1752,8.5848,37%
Standard Class,Corporate,United States,San Francisco,California,94122,West,Office Supplies,Binders,40.736,2,0.2,14.7668,25.9692,57%
Second Class,Consumer,United States,San Francisco,California,94109,West,Technology,Phones,201.584,2,0.2,12.599,188.985,7%
First Class,Corporate,United States,Long Beach,California,90805,West,Furniture,Chairs,340.704,6,0.2,-34.0704,374.7744,-9%
First Class,Consumer,United States,Columbus,Georgia,31907,South,Furniture,Bookcases,354.9,5,0,88.725,266.175,33%
Second Class,Home Office,United States,San Francisco,California,94110,West,Furniture,Bookcases,1198.33,10,0.15,70.49,1127.84,6%
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Storage,87.92,4,0,0.8792,87.0408,1%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,51.968,2,0.2,10.3936,41.5744,25%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,51.336,3,0.2,5.7753,45.5607,13%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Storage,332.704,1,0.2,33.2704,299.4336,11%
First Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Furniture,Furnishings,42.408,3,0.2,9.5418,32.8662,29%
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Office Supplies,Envelopes,81.54,3,0,38.3238,43.2162,89%
Second Class,Consumer,United States,Tulsa,Oklahoma,74133,Central,Technology,Accessories,167.28,12,0,23.4192,143.8608,16%
Standard Class,Consumer,United States,Los Angeles,California,90049,West,Office Supplies,Storage,772.68,4,0,108.1752,664.5048,16%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Phones,323.976,3,0.2,28.3479,295.6281,10%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Labels,11.808,4,0.2,3.9852,7.8228,51%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Storage,26.16,3,0.2,1.962,24.198,8%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Office Supplies,Binders,33.57,5,0.7,-25.737,59.307,-43%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,4.992,3,0.2,1.3728,3.6192,38%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Furniture,Furnishings,20.016,3,0.2,5.5044,14.5116,38%
First Class,Corporate,United States,Lakeland,Florida,33801,South,Technology,Accessories,170.24,2,0.2,53.2,117.04,45%
Standard Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Paper,117.456,3,0.2,44.046,73.41,60%
Second Class,Corporate,United States,Los Angeles,California,90008,West,Office Supplies,Paper,22.96,2,0,11.2504,11.7096,96%
Second Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,13.36,2,0,6.4128,6.9472,92%
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.248,3,0.2,11.5587,22.6893,51%
Second Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,3.52,2,0,1.0208,2.4992,41%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Binders,26.7,5,0,12.549,14.151,89%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Technology,Accessories,21.2,2,0,9.116,12.084,75%
Standard Class,Home Office,United States,Springfield,Missouri,65807,Central,Office Supplies,Storage,838.38,2,0,226.3626,612.0174,37%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Furniture,Chairs,1690.04,4,0,422.51,1267.53,33%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,85.96,7,0,24.0688,61.8912,39%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Envelopes,121.96,2,0,57.3212,64.6388,89%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Paper,23.92,4,0,11.7208,12.1992,96%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,63.96,2,0,6.396,57.564,11%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,629.95,5,0,176.386,453.564,39%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Technology,Phones,113.73,3,0,32.9817,80.7483,41%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Binders,14.6,2,0,6.862,7.738,89%
Standard Class,Consumer,United States,Columbia,South Carolina,29203,South,Office Supplies,Storage,887.84,8,0,17.7568,870.0832,2%
First Class,Home Office,United States,Portland,Oregon,97206,West,Furniture,Chairs,403.92,5,0.2,25.245,378.675,7%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Art,106.8,10,0.2,10.68,96.12,11%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Storage,70.95,3,0,20.5755,50.3745,41%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,34.944,6,0.2,11.7936,23.1504,51%
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Art,119.04,6,0,35.712,83.328,43%
Standard Class,Consumer,United States,Des Plaines,Illinois,60016,Central,Technology,Phones,383.84,4,0.2,47.98,335.86,14%
Standard Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,799.56,9,0,207.8856,591.6744,35%
Same Day,Consumer,United States,Seattle,Washington,98103,West,Office Supplies,Storage,31.44,3,0,8.4888,22.9512,37%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,25.92,5,0.2,9.072,16.848,54%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Binders,6.33,5,0.8,-9.8115,16.1415,-61%
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,75.88,5,0.2,26.558,49.322,54%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Technology,Phones,329.988,2,0.4,-76.9972,406.9852,-19%
Standard Class,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Storage,71.376,3,0.2,-4.461,75.837,-6%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,63.77,7,0,28.6965,35.0735,82%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Technology,Phones,50.97,3,0,13.2522,37.7178,35%
Standard Class,Consumer,United States,Columbus,Indiana,47201,Central,Office Supplies,Paper,96.08,2,0,46.1184,49.9616,92%
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Copiers,1439.968,4,0.2,485.9892,953.9788,51%
Standard Class,Consumer,United States,Evanston,Illinois,60201,Central,Technology,Accessories,43.56,3,0.2,-4.9005,48.4605,-10%
Standard Class,Consumer,United States,Apple Valley,California,92307,West,Furniture,Chairs,563.92,5,0.2,7.049,556.871,1%
Standard Class,Consumer,United States,Columbus,Ohio,43229,East,Technology,Phones,235.152,8,0.4,-47.0304,282.1824,-17%
First Class,Home Office,United States,Marion,Ohio,43302,East,Furniture,Furnishings,7.712,2,0.2,1.7352,5.9768,29%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Paper,51.016,7,0.2,15.9425,35.0735,45%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Office Supplies,Fasteners,25.248,4,0.2,7.89,17.358,45%
Second Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,56.686,1,0.3,-14.5764,71.2624,-20%
Standard Class,Corporate,United States,Marion,Ohio,43302,East,Office Supplies,Storage,51.168,2,0.2,-6.396,57.564,-11%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,2793.528,9,0.2,942.8157,1850.7123,51%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,1000.02,7,0,290.0058,710.0142,41%
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Furniture,Furnishings,65.94,3,0,22.4196,43.5204,52%
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Fasteners,18.24,3,0,9.12,9.12,100%
Second Class,Consumer,United States,Longview,Washington,98632,West,Office Supplies,Appliances,76.12,2,0,22.0748,54.0452,41%
Standard Class,Consumer,United States,Redondo Beach,California,90278,West,Office Supplies,Envelopes,7.64,1,0,3.7436,3.8964,96%
Standard Class,Corporate,United States,New York City,New York,10035,East,Furniture,Furnishings,68.16,3,0,27.9456,40.2144,69%
Standard Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Envelopes,62.24,8,0,29.2528,32.9872,89%
Standard Class,Consumer,United States,Louisville,Kentucky,40214,South,Technology,Phones,29.97,3,0,0.2997,29.6703,1%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,125.7,6,0,35.196,90.504,39%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Technology,Phones,191.98,2,0,51.8346,140.1454,37%
Standard Class,Consumer,United States,Trenton,Michigan,48183,Central,Office Supplies,Storage,20.86,7,0,1.4602,19.3998,8%
Second Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Labels,56.7,9,0,26.082,30.618,85%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Furniture,Furnishings,72.704,4,0.2,19.0848,53.6192,36%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Art,12.264,7,0.2,1.0731,11.1909,10%
Standard Class,Consumer,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Storage,218.352,3,0.2,-54.588,272.94,-20%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Bookcases,66.294,1,0.7,-103.8606,170.1546,-61%
Standard Class,Consumer,United States,Portland,Oregon,97206,West,Furniture,Chairs,291.168,4,0.2,-14.5584,305.7264,-5%
Standard Class,Consumer,United States,Irving,Texas,75061,Central,Technology,Phones,88.776,3,0.2,7.7679,81.0081,10%
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Phones,110.376,4,0.4,-20.2356,130.6116,-15%
Standard Class,Home Office,United States,Cleveland,Ohio,44105,East,Technology,Accessories,55.176,3,0.2,15.8631,39.3129,40%
Standard Class,Consumer,United States,Waterloo,Iowa,50701,Central,Office Supplies,Art,30.32,4,0,11.8248,18.4952,64%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Furniture,Chairs,177.568,2,0.2,8.8784,168.6896,5%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,19.44,3,0,9.3312,10.1088,92%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Paper,71.28,11,0,34.2144,37.0656,92%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,1471.96,5,0.2,459.9875,1011.9725,45%
Same Day,Consumer,United States,Seattle,Washington,98105,West,Technology,Phones,79.96,5,0.2,-17.991,97.951,-18%
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Envelopes,57.576,3,0.2,21.591,35.985,60%
Standard Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,26.336,4,0.2,9.2176,17.1184,54%
Standard Class,Consumer,United States,San Jose,California,95123,West,Furniture,Furnishings,166.5,3,0,21.645,144.855,15%
Standard Class,Consumer,United States,San Jose,California,95123,West,Office Supplies,Storage,360.38,2,0,93.6988,266.6812,35%
Second Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,11.744,1,0.2,3.8168,7.9272,48%
Second Class,Corporate,United States,Concord,New Hampshire,3301,East,Furniture,Furnishings,247.44,8,0,101.4504,145.9896,69%
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,18.24,2,0.7,-14.592,32.832,-44%
Standard Class,Home Office,United States,Bellevue,Washington,98006,West,Office Supplies,Supplies,25.35,3,0,7.605,17.745,43%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,119.04,6,0,30.9504,88.0896,35%
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Furniture,Furnishings,22.14,3,0,6.4206,15.7194,41%
